Key	Author	Title	Url	Date	Num Pages	Num Pages (est.)	Publisher	Place	Call Number	Manual Tags	Editor	Translator	Contributor
TJM5X4KH	Auger, Louis-Simon (1772-1829)	Observations sur la nature de la propriété littéraire, présentées à la commission nommée par le roi pour l'examen préparatoire du projet tendant à améliorer... la législation actuelle sur les droits des auteurs et de leurs héritiers…	http://gallica.bnf.fr/ark:/12148/bpt6k9612523w	1826	7	7	impr. de Pillet aîné	Paris	http://catalogue.bnf.fr/ark:/12148/cb30038245f/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; priorite_2; responsable_Alexandre-Critique"			
CVKIGTBT	Monval, Georges (1845-1910)	Notice sur «le Dépit amoureux» de Molière [signé : Georges Mondain]	http://gallica.bnf.fr/ark:/12148/bpt6k9726131t	1874	8	8	Priant	Paris	http://catalogue.bnf.fr/ark:/12148/cb309739655/PUBLIC	"BNF_2014-03_COM; corpus_Critique; corpus_Molière; etat_NUM-Done; responsable_Alexandre-Critique; responsable_Forestier"			
9QIZZN6N	Des Essarts, Emmanuel (1839-1909)	Le félibre Félix Gras	"http://gallica.bnf.fr/ark:/12148/bpt6k9668916c?rk=85837;2"	1901	10	10	impr. G. Mont-Louis	Clermont-Ferrand	http://catalogue.bnf.fr/ark:/12148/cb303304029/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; responsable_Alexandre-Critique"			
93AB7E9I	Des Essarts, Emmanuel (1839-1909)	Du sentiment de l'admiration : discours prononcé à la distribution des prix du lycée impérial d'Avignon	http://gallica.bnf.fr/ark:/12148/bpt6k9613903t	1865	11	11	Aubanel frères	Avignon	http://catalogue.bnf.fr/ark:/12148/cb30330408c/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_DONE; etat_NUM-Done; modeGallica_texte; responsable_Alexandre-Critique"			
4JS7N5NM	Zyromski, Ernest (1862-1933)	Le message de Pétrarque	"http://gallica.bnf.fr/ark:/12148/bpt6k9784073v?rk=21459;2"	1928	11	11	les frères Douladoure	Toulouse	http://catalogue.bnf.fr/ark:/12148/cb31694331g/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; priorite_2; responsable_Alexandre-Critique"			
QQCDHWBD	Laboullaye, Ferdinand de (1798-1849)	Molière au dix-neuvième siècle : comédie en un acte et en vers, par M. Ferdinand de La Boullaye, représentée pour la première fois, à Paris, sur le théâtre royal de l'Odéon (Second Théâtre Français) le 21 janvier 1844	http://gallica.bnf.fr/ark:/12148/bpt6k9611918n	1844	12	12	Marchant	Paris	http://catalogue.bnf.fr/ark:/12148/cb30705020d/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; responsable_Forestier"			
W293DZAQ	Saint-Victor, Paul de (1827-1881)	Lamartine	http://gallica.bnf.fr/ark:/12148/bpt6k6366029x	1869	12	12	L. Hachette et Cie	Paris		"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; modeGallica_texte; priorite_1; responsable_Alexandre-Critique"			
W22XJSDK	Aderer, Adolphe (1832-1886)	De la critique littéraire : lettre au directeur de l'« Austrasie, revue de l'Est »	http://obvil-dev.paris-sorbonne.fr/corpus/critique/aderer_de-la-critique/	1864	13	13	Aubry	Paris	http://catalogue.bnf.fr/ark:/12148/cb30003901x/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_DONE; etat_NUM-Done; modeGallica_texte; priorite_2; responsable_Alexandre-Critique"			
EE7J22XM	Lanson, Gustave (1857-1934)	L'oeuvre dramatique de Saint-Georges de Bouhélier	http://gallica.bnf.fr/ark:/12148/bpt6k9611477s	1934	14	14	"impr. A. Maretheux et L. Pactat ; Fasquelle éditeurs"	Paris	http://catalogue.bnf.fr/ark:/12148/cb32347403t/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; modeGallica_texte; priorite_1; responsable_Alexandre-Critique"			
FRBG25RP	Minier, Hippolyte (1813-18…?)	Le songe de Molière, épisode. [Bordeaux, Français, 21 mai 1867.]	http://gallica.bnf.fr/ark:/12148/bpt6k9611481p	1867	14	14	Féret	Bordeaux	http://catalogue.bnf.fr/ark:/12148/cb30950822g/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; responsable_Forestier"			
X3MFXQ7P	Musset, Alfred de (1810-1857)	Le poëte déchu : fragment inédit. Portrait charge de l'auteur, par lui-même…	http://gallica.bnf.fr/ark:/12148/bpt6k15123239	1896	14	14	imprimé spécialement	s. l.	http://catalogue.bnf.fr/ark:/12148/cb32476629m/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; responsable_Alexandre-Sources"			
SDP7XD8T	Thierry, Édouard (1813-1894)	F. Ponsard : discours prononcé... pour l'inauguration de la statue de Ponsard	http://gallica.bnf.fr/ark:/12148/bpt6k289463/f401	1876	15	15	impr. de J. Claye	Paris	http://catalogue.bnf.fr/ark:/12148/cb31456493m/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; etat_TODO-OCR; modeGallica_image; responsable_Alexandre-Critique"			
CCHZUWWB	Viennet, Jean-Pons-Guillaume (1777-1868)	Épître aux muses sur les romantiques	http://gallica.bnf.fr/ark:/12148/bpt6k9610773v	1824	15	15	Ladvocat	Paris	http://catalogue.bnf.fr/ark:/12148/cb31574851w/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; operateur_louis-stella; priorite_2; responsable_Alexandre-Critique"			
KA76WUKV	Bertheroy, Jean (pseud. de Berthe-Corinne Le Barillier)	Aristophane et Molière, à-propos en 1 acte, en vers... [Paris, Comédie-française, 15 janvier 1897.]	http://gallica.bnf.fr/ark:/12148/bpt6k9611715q	1897	16	16	A. Colin	Paris	http://catalogue.bnf.fr/ark:/12148/cb30758519b/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; responsable_Forestier"			
6GS6CBUV	Bürger, Gottfried August	Lénore, Ballade de Bürger, traduite de l'allemand par Paul Lehr, traducteur des Fables et Poésies de Pfeffel, seconde édition, entièrement refondue	"http://gallica.bnf.fr/ark:/12148/bpt6k131474b?rk=193134;0"	1851	16	16	J. Cherbuliez	Paris	http://catalogue.bnf.fr/ark:/12148/cb30177698w/PUBLIC	"BNF_2014-03_COM; corpus_Traductions; etat_NUM-Done; priorite_3; responsable_Masson"		Lehr, Paul	
QTD995NA	Derème, Tristan (1889-1941)	Ronsard, 1524-1585	"http://gallica.bnf.fr/ark:/12148/bpt6k9629436m?rk=236052;4"	1935	16	16	Éd. des labos Beytout		http://catalogue.bnf.fr/ark:/12148/cb37150897z/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; priorite_2; responsable_Alexandre-Critique"			
BDNMRK6V	Le Blond, Maurice (1877-1944)	Claude Tillier : conférence prononcée le 18 décembre 1910	"http://gallica.bnf.fr/ark:/12148/bpt6k9689865c?rk=150215;2"	1911	16	16	impr. de Mazel et Plancher	Largentière	http://catalogue.bnf.fr/ark:/12148/cb323594908/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; priorite_2; responsable_Alexandre-Critique"			
W4GK8KSV	Millevoye, Charles (1782-1816)	Satire des romans du jour, considérés dans leur influence sur le goût et les moeurs de la nation...	http://gallica.bnf.fr/ark:/12148/bpt6k9610330q	1802	16	16	Capelle	Paris	http://catalogue.bnf.fr/ark:/12148/cb30948384c/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; priorite_2; responsable_Alexandre-Critique"			
2EXS5BP2	Nettement, Alfred (1805-1869)	Victor Hugo	http://gallica.bnf.fr/ark:/12148/bpt6k96449244	1862	16	16	Poujau, de Laroche et Cie	Paris	http://catalogue.bnf.fr/ark:/12148/cb31010104c/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; priorite_2; responsable_Alexandre-Critique"			
XB3AT8UG	Gille, Philippe (1831-1901)	L'amateur de peinture, monologue…	"http://gallica.bnf.fr/ark:/12148/bpt6k96878205?rk=21459;2"	1884	20	20	P. Ollendorff	Paris	http://catalogue.bnf.fr/ark:/12148/cb30506799h/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; priorite_2; responsable_Alexandre-Art"			
FP3KZBS2	Jeannel, Charles-Julien (1840-1876)	La langue et l'esprit : première leçon du cours de littérature étrangère à la Faculté des lettres de Grenoble, prononcée, le 26 novembre 1868	http://gallica.bnf.fr/ark:/12148/bpt6k96185601	1868	22	22	impr. de Prudhomme	Grenoble	http://catalogue.bnf.fr/ark:/12148/cb306507440/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; modeGallica_texte; priorite_1; responsable_Alexandre-Critique"			
5DCWI6JX	Lemercier, Népomucène-Louis (1771-1840)	Notice sur Blaise Pascal	"http://gallica.bnf.fr/ark:/12148/bpt6k9669069q?rk=21459;2"	1829	23	23	Impr. de J. Tastu	Paris	http://catalogue.bnf.fr/ark:/12148/cb36424906t/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; priorite_2; responsable_Alexandre-Critique"			
I2TEA2II	Ampère, Jean-Jacques (1800-1864)	Sténographie des cours de diverses facultés de Paris. Cours de littérature	http://gallica.bnf.fr/ark:/12148/bpt6k9614050p	1836	24	24	Ebrard	Paris	http://catalogue.bnf.fr/ark:/12148/cb30017291z/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; modeGallica_texte; priorite_1; responsable_Alexandre-Critique"			
3PXGRSRI	Doumic, René (1860-1937)	La comédie humaine dans Saint-Simon : conférence	http://gallica.bnf.fr/ark:/12148/bpt6k9609995n	1914	24	24	impr. de A. Laîné	Rouen	http://catalogue.bnf.fr/ark:/12148/cb34024488n/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; modeGallica_texte; priorite_1; responsable_Alexandre-Critique"			
EGRPV2HS	Le Blond, Maurice (1877-1944)	Le théâtre héroïque et social, conférence prononcée au Collège d'esthétique moderne, le 11 mai 1901	"http://gallica.bnf.fr/ark:/12148/bpt6k9689126v?rk=107296;4"	1901	24	24	P.-V. Stock	Paris	http://catalogue.bnf.fr/ark:/12148/cb30760935z/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; priorite_2; responsable_Alexandre-Critique"			
8KT5GHIA	Lunaret, Henri de	Essai littéraire et biographique sur Luiz de Camoëns : sa vie et ses oeuvres	http://gallica.bnf.fr/ark:/12148/bpt6k6257591s	1882	24	24	impr. de A. Quantin	Paris	http://catalogue.bnf.fr/ark:/12148/cb30846284f	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; priorite_2; responsable_Alexandre-Critique"			
FPSNHIXC	Des Essarts, Emmanuel (1839-1909)	Du patriotisme littéraire : discours prononcé à la séance de rentrée des Facultés et de l'École de médecine	http://gallica.bnf.fr/ark:/12148/bpt6k96118011	1876	25	25	Mont-Louis	Clermont-Ferrand	http://catalogue.bnf.fr/ark:/12148/cb303303997/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_DONE; etat_NUM-Done; modeGallica_texte; responsable_Alexandre-Critique"			
PA8PMUKJ	Jeannel, Charles-Julien (1840-1876)	La raison et le rire : première leçon du cours de littérature française à la Faculté des lettres de Dijon, sur l'esprit satirique en France, prononcée le 5 janvier 1869	http://gallica.bnf.fr/ark:/12148/bpt6k96117980	1869	27	27	impr. de J.-E. Rabutot	Dijon	http://catalogue.bnf.fr/ark:/12148/cb30650746p/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; modeGallica_texte; priorite_1; responsable_Alexandre-Critique"			
P627UZGM	Le Blond, Maurice (1877-1944)	Émile Zola, son évolution, son influence	"http://gallica.bnf.fr/ark:/12148/bpt6k9669328t?rk=85837;2"	1903	28	28	édition du Mouvement socialiste	Paris	http://catalogue.bnf.fr/ark:/12148/cb307609307/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; priorite_2; responsable_Alexandre-Critique"			
NGZA6KV2	Fournier, Édouard (1819-1880)	Le théâtre et les pauvres	http://gallica.bnf.fr/ark:/12148/bpt6k9611799d	1869	30	30	E. Dentu	Paris	http://catalogue.bnf.fr/ark:/12148/cb30455331d/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; priorite_2; responsable_Alexandre-Critique"			
43BP2HJW	Champfleury (1821-1889)	Documents pour servir à la biographie de Balzac : III, Balzac, sa méthode de travail. Etude d'après ses manuscrits	http://gallica.bnf.fr/ark:/12148/bpt6k9609866k	1879	31	31	Patay	Paris	http://catalogue.bnf.fr/ark:/12148/cb36495759j/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; modeGallica_texte; priorite_1; responsable_Alexandre-Critique"			
2HFFZI49	Champfleury (1821-1889)	"Documents pour servir à la biographie de Balzac : I, Balzac propiétaire ; avec plan des Jardies et autographes"	http://gallica.bnf.fr/ark:/12148/bpt6k9600561p	1875	32	32	Patay	Paris	http://catalogue.bnf.fr/ark:/12148/cb36495759j/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; priorite_2; responsable_Alexandre-Critique"			
CHVAPNJU	Champfleury (1821-1889)	Documents pour servir à la biographie de Balzac : II, Balzac au collège…	http://gallica.bnf.fr/ark:/12148/bpt6k96098655	1878	32	32	Patay	Paris	http://catalogue.bnf.fr/ark:/12148/cb36495759j/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; priorite_2; responsable_Alexandre-Critique"			
T7FHMW9V	Des Essarts, Emmanuel (1839-1909)	Du génie de Chateaubriand, discours d'ouverture prononcé à la Faculté des lettres de Clermont (cours de littérature française)	http://gallica.bnf.fr/ark:/12148/bpt6k6458307z	1876	32	32	Mont-Louis	Clermont-Ferrand		"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; operateur_louis-stella; responsable_Alexandre-Critique"			
F2467ED3	Drouineau, Gustave (1839-1921)	Molière et les médecins au XVIIe siècle	http://gallica.bnf.fr/ark:/12148/bpt6k96005712	1873	32	32	impr. de A. Siret	La Rochelle	http://catalogue.bnf.fr/ark:/12148/cb30356016r/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; responsable_Forestier"			
4MG643VJ	Gaule, André de	Conviction véritable du récit fabuleux divulgué touchant la Représentation exhibée en face de toute la ville de Lyon, au collège de la Compagnie de Jésus, le 7. d’Aoust, de la présente année 1607	http://gallica.bnf.fr/ark:/12148/bpt6k9669058x	1607	32	32	Abraham Cloquemin	Lyon	http://catalogue.bnf.fr/ark:/12148/cb30487467s/PUBLIC	"BNF_2014-03_COM; corpus_Haine-théâtre; etat_NUM-Done; etat_TODO-OCR; responsable_Lecercle"			
39UWD69P	Mennechet, Édouard (1794-1845)	Matinées littéraires : discours d'introduction aux études sur la littérature ancienne et moderne et sur la lecture à haute voix	http://gallica.bnf.fr/ark:/12148/bpt6k9627162f	1841	32	32	impr. de Béthune et Plon	Paris	http://catalogue.bnf.fr/ark:/12148/cb30926555f/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_DONE; etat_NUM-Done; modeGallica_texte; priorite_2; responsable_Alexandre-Critique"			
7U9NDNJU	Ryner, Han (1861-1938)	Jules Renard : ou de l'humorisme à l'art classique	"http://gallica.bnf.fr/ark:/12148/bpt6k9687819h?rk=21459;2"	1910	32	32	E. Figuière	Paris	http://catalogue.bnf.fr/ark:/12148/cb32594969s/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; responsable_Alexandre-Critique"			
KUCGRJ8I	"Thierry, Édouard (1813-1894); Dulamon, Frédéric (1825-1880?); Barbey d'Aurevilly, Jules (1808-1889); Asselineau, Charles (1820-1874)"	Articles justificatifs pour Charles Baudelaire, auteur des «Fleurs du mal»	http://gallica.bnf.fr/ark:/12148/bpt6k9615306m	1857	33	33	impr. de Vve Dondey-Dupré	Paris	http://catalogue.bnf.fr/ark:/12148/cb314564881/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_DONE; etat_NUM-Done; modeGallica_texte; priorite_2; responsable_Alexandre-Critique"			
A9QWWZM3	Gourmont, Remy de (1858-1915)	Judith Gautier	"http://gallica.bnf.fr/ark:/12148/bpt6k96688717?rk=21459;2"	1904	34	34	Bibliothèque internationale d'éd.	Paris	http://catalogue.bnf.fr/ark:/12148/cb360419989/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; priorite_1; responsable_Alexandre-Critique"			
3R6Z232V	Bürger, Gottfried August	Études poétiques. Traductions	http://gallica.bnf.fr/ark:/12148/bpt6k9611442k	1827	35	35	J.Corne	Toulouse	http://catalogue.bnf.fr/ark:/12148/cb310962022/PUBLIC	"BNF_2014-03_COM; corpus_Traductions; etat_NUM-Done; etat_TODO-Stylage; priorite_3; responsable_Masson"		Pévrieu, Jean-Baptiste	
FF5RA6M5	Lambert, Albert (1847-1918)	Une collaboration, comédie en 1 acte, en vers. [Paris, Odéon, 15 janvier 1888, à l'occasion du 266e anniversaire de la naissance de Molière.]	"http://gallica.bnf.fr/ark:/12148/bpt6k9693440k?rk=257512;0"	1888	35	35	P. Ollendorff	Paris	http://catalogue.bnf.fr/ark:/12148/cb307265433/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Done; responsable_Forestier"			
PUN3XRF4	Capus, Alfred (1858-1922)	Notre époque et le théâtre : conférence faite, le 16 mars 1906, à la Société des conférences	"http://gallica.bnf.fr/ark:/12148/bpt6k96877195?rk=64378;0"	1906	36	36	E. Fasquelle	Paris	http://catalogue.bnf.fr/ark:/12148/cb31906007x/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; priorite_2; responsable_Alexandre-Critique"			
RXARFBCV	Creuzé de Lesser, Auguste (1771-1839)	Ninon de Lenclos, ou l'Épicuréisme, comédie-vaudeville en 1 acte et en prose, par le C. Auguste Creuzé. (Paris, Théâtre des Troubadours, 16 fructidor an VII.)	http://gallica.bnf.fr/ark:/12148/bpt6k3124523	1800	36	36	Théâtre des Troubadours	Paris	http://catalogue.bnf.fr/ark:/12148/cb30286751n/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; responsable_Forestier"			
EBNB6SUB	Lambert, Albert (1847-1918)	Vieux camarades, comédie à-propos en 1 acte, en vers... [Paris, Comédie-française, 15 janvier 1895, à l'occasion du 273e anniversaire de la naissance de Molière.]	"http://gallica.bnf.fr/ark:/12148/bpt6k9692974s?rk=278971;2"	1895	36	36	Tresse et Stock	Paris	http://catalogue.bnf.fr/ark:/12148/cb30726544f/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Done; responsable_Forestier"			
KVI6IB39	"Potez, Henri (1863-1946?); Claretie, Léo (1862-1924)"	Le prêcheur converti : à-propos pour l'anniversaire de Molière, en 1 acte	http://gallica.bnf.fr/ark:/12148/bpt6k9615317d	1896	36	36	E. Dentu	Paris	http://catalogue.bnf.fr/ark:/12148/cb31140054f/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; responsable_Forestier"			
B5VNS5PI	Bürger, Gottfried August	Léonora, traduction de l'anglais, par S.-Ad. De la Madelaine	"http://gallica.bnf.fr/ark:/12148/bpt6k1269945s?rk=21459;2"	1811	37	37	Janet et Cotelle	Paris	http://catalogue.bnf.fr/ark:/12148/cb313928984/PUBLIC	"BNF_2014-03_COM; corpus_Traductions; etat_NUM-Done; priorite_3; responsable_Masson"		"La Madelaine, S.-Ad. de; Spencer, William Robert"	
JQBRD4BZ	Fabié, François (1846-1928)	Molière et Montespan, comédie en 1 acte, en vers... [Paris, 3e théâtre français, 15 janvier 1879.]	http://gallica.bnf.fr/ark:/12148/bpt6k9611474j	1882	40	40	impr. de R. Pharisier	Toulon	http://catalogue.bnf.fr/ark:/12148/cb30413118b/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; responsable_Forestier"			
MHJG94BQ	Stapfer, Paul (1840-1917)	Victor Hugo et l'affaire Dreyfus : discours prononcé à Pessac-sur-Dordogne, le 24 juin 1900	http://gallica.bnf.fr/ark:/12148/bpt6k9615578s	1901	41	41	P. Ollendorff	Paris	http://catalogue.bnf.fr/ark:/12148/cb35671607v/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; priorite_2; responsable_Alexandre-Critique"			
T2ISQJ8C	Croisset, Francis de (1877-1937)	Pour la langue française	"http://gallica.bnf.fr/ark:/12148/bpt6k9687800d?rk=21459;2"	1924	43	43	Plon-Nourrit et Cie	Paris	http://catalogue.bnf.fr/ark:/12148/cb31647627r/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; priorite_2; responsable_Alexandre-Sources"			
X25RE2GE	Saint-Marc Girardin (1801-1873)	Éloge de Bossuet, discours	http://gallica.bnf.fr/ark:/12148/bpt6k96096679	1827	43	43	impr. de F. Didot	Paris	http://catalogue.bnf.fr/ark:/12148/cb31282745w/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; priorite_2; responsable_Alexandre-Critique"			
Q94SPS5M	Legouvé, Ernest (1807-1903)	Eugène Scribe : conférence des matinées littéraires	http://gallica.bnf.fr/ark:/12148/bpt6k9602655x	1874	46	46	Didier et Cie	Paris	http://catalogue.bnf.fr/ark:/12148/cb30777429j/PUBLIC	"BNF_2014-03_COM; corpus_Critique; corpus_Molière; etat_NUM-Done; priorite_2; responsable_Alexandre-Critique; responsable_Forestier"			
TGNZKZB5	"Privaz, Étienne; Retté, Adolphe (1863-1930)"	"Un malfaiteur, André Gide ; lettre-préface d'Adolphe Retté"	"http://gallica.bnf.fr/ark:/12148/bpt6k9754065g?rk=21459;2"	1931	47	47	A. Messein	Paris	http://catalogue.bnf.fr/ark:/12148/cb31152959b/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; priorite_2; responsable_Alexandre-Critique"			Retté, Adolphe (1863-1930)
GBHSG7R8	Legouvé, Ernest (1807-1903)	Maria Malibran : études et souvenirs de théâtre : les initiateurs	"http://gallica.bnf.fr/ark:/12148/bpt6k9601563t?rk=386268;0"	1880	48	48	J. Hetzel	Paris	http://catalogue.bnf.fr/ark:/12148/cb307774286/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; priorite_2; responsable_Alexandre-Critique"			
5Z8BG244	Zyromski, Ernest (1862-1933)	Le message oriental	http://gallica.bnf.fr/ark:/12148/bpt6k96096857	1933	48	48	Éditions de l'Archer	Toulouse	http://catalogue.bnf.fr/ark:/12148/cb31694332t/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; priorite_2; responsable_Alexandre-Critique"			
7VIE79QT	Mellinet, Camille (1795-1843)	Molière à Nantes, projet d'une scène dramatique, en commémoration du séjour de Molière à Nantes en 1648	http://gallica.bnf.fr/ark:/12148/bpt6k96120020	1838	51	51	impr. de C. Mellinet	Nantes	http://catalogue.bnf.fr/ark:/12148/cb309230420/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; responsable_Forestier"			
SN4UGAER	"Ghil, René (1862-1925); Mallarmé, Stéphane (1842-1898)"	"Traité du verbe [1886] ; avec Avant-dire de Stéphane Mallarmé (nouvelle édition augmentée et avérée)"	"http://gallica.bnf.fr/ark:/12148/bpt6k1265555j?rk=21459;2"	1887	54	54	A. Lévy	Paris	http://catalogue.bnf.fr/ark:/12148/cb30503375p/PUBLIC	"BNF_2014-03_COM; CHARGÉ; corpus_Critique; corpus_Sciences; etat_NUM-Done; etat_TODO-OCR; priorite_1; responsable_Alexandre-Critique; responsable_Riguet-Lettres"			Mallarmé, Stéphane (1842-1898)
6KABFVCK	Bruleboeuf-Letournan, B.-A.	Racine chez Corneille, ou la Lecture de Psyché, comédie en 1 acte et en vers, par M. Bruleboeuf-Letournan. (Rouen, théâtre des Arts, 29 juin 1825.)	http://gallica.bnf.fr/ark:/12148/bpt6k96118278	1825	55	55	Delaforest	Paris	http://catalogue.bnf.fr/ark:/12148/cb30168199w/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; responsable_Forestier"			
75HXUWZZ	Stendhal (1783-1842)	Racine et Shakspeare	http://gallica.bnf.fr/ark:/12148/btv1b86266357	1823	55	55	Bossange, Delaunay, Mongie	Paris		"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; etat_TODO-OCR; modeGallica_image; operateur_HG; priorite_1; responsable_Alexandre-Critique"			
MPWQF5SX	Auger, Louis-Simon (1772-1829)	Éloge de P. Corneille : discours qui a obtenu l'accessit au jugement de la classe de la langue et de la littérature françaises	http://gallica.bnf.fr/ark:/12148/bpt6k96142452	1808	56	56	Xhrouet	Paris	http://catalogue.bnf.fr/ark:/12148/cb300382114/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; etat_TODO-Stylage; modeGallica_texte; priorite_2; responsable_Alexandre-Critique"			
TMQF26PK	Rigal, Eugène (1856-1920)	Centenaire de Victor Hugo (26 février 1902)	http://gallica.bnf.fr/ark:/12148/bpt6k96688250	1902	56	56	impr. de Serre et Roumégous	Montpellier	http://catalogue.bnf.fr/ark:/12148/cb31217006t/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; priorite_2; responsable_Alexandre-Critique"			
MU3QCHSC	Auger, Louis-Simon (1772-1829)	Éloge de Nicolas Boileau Despréaux : discours qui a remporté le prix d'éloquence, au jugement de la classe de la langue et de la littérature française de l'Institut de France	"http://gallica.bnf.fr/ark:/12148/bpt6k9668884v?rk=42918;4"	1805	58	58	Colnet	Paris	http://catalogue.bnf.fr/ark:/12148/cb364094036/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; priorite_2; responsable_Alexandre-Critique"			
ZBRNXN84	Hazard, Paul (1878-1944)	Discours sur la langue française (Académie française, prix d'éloquence 1912)	http://gallica.bnf.fr/ark:/12148/bpt6k9615361t	1913	58	58	Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb30584060q/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Done; modeGallica_texte; priorite_1; responsable_Alexandre-Critique"			
JEVMBNTX	Minier, Hippolyte (1813-18…?)	Molière à Bordeaux, comédie épisodique en 2 actes et en vers. [Bordeaux, Français, 14 janvier 1865.]	http://gallica.bnf.fr/ark:/12148/bpt6k96951546	1865	60	60	dans toutes les librairies	Bordeaux	http://catalogue.bnf.fr/ark:/12148/cb30950811t/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Done; responsable_Forestier"			
