Key	Author	Title	Url	Date	Num Pages	Publisher	Place	Call Number	Manual Tags	Editor	Translator	Contributor
AGARAMC6	Bainville, Jacques (1879-1936)	Journal, 1901-1918		1948	223	Éditions d'histoire et d'art : Plon	Paris	http://catalogue.bnf.fr/ark:/12148/cb317530981/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
CSQTS3FX	Bainville, Jacques (1879-1936)	Journal, 1927-1935	NUMM-3412493	1949	287	Éditions d'histoire et d'art : Plon	Paris	http://catalogue.bnf.fr/ark:/12148/cb31753100r/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
GQAXIJ2N	Bainville, Jacques (1879-1936)	Journal inédit (1914)	NUMM-3412490	1953	251	Éditions d'histoire et d'art : Plon	Paris	http://catalogue.bnf.fr/ark:/12148/cb317531013/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
FKM5569G	"Balzac, Honoré de (1799-1850); Lumet, Louis (1872-1923)"	Honoré de Balzac, critique littéraire... Chateaubriand, A. de Vigny, Victor Hugo, Sainte-Beuve, A. de Musset, George Sand... Introduction de Louis Lumet…		1912	297	A. Messein	Paris	http://catalogue.bnf.fr/ark:/12148/cb31756660q/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			Lumet, Louis (1872-1923)
I3N9WIKP	Barbey d'Aurevilly, Jules (1808-1889)	Dernières polémiques	https://archive.org/details/dernirespolm00barb	1891	378	A. Savine	Paris	http://catalogue.bnf.fr/ark:/12148/cb300544772/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
8Q9G5XE6	Barrès, Maurice (1862-1923)	La Maîtresse servante		1911	25	impr. F. Paillart	Abbeville	http://catalogue.bnf.fr/ark:/12148/cb31766314x/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; responsable_Alexandre-Critique"			
VDH9PPWN	Barrès, Maurice (1862-1923)	Ernest Renan : [discours prononcé à la Sorbonne, au nom de l'Académie française, le 28 février 1923]		1923	61	impr. F. Paillart	Abbeville	http://catalogue.bnf.fr/ark:/12148/cb31766179z/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; priorite_2; responsable_Alexandre-Critique"			
RIIM3EMV	"Baudelaire, Charles (1821-1867); Kahn, Gustave (1859-1936)"	"Mon Coeur mis à nu et Fusées, journaux intimes : édition conforme au manuscrit ; préface de Gustave Kahn"		1909	140	A. Blaizot	Paris	http://catalogue.bnf.fr/ark:/12148/cb31774025g/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; priorite_2; responsable_Alexandre-Critique"			
HES2X7EH	Baudrais, Jean (1749-1832)	Essais historiques sur l'origine et les progrès de l'art dramatique en France, tome I	http://reader.digitale-sammlungen.de/resolve/display/bsb10102314.html	1784	348	au Bureau de la Petite Bibliothèque des théâtres	Paris	http://catalogue.bnf.fr/ark:/12148/cb300673573/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
JSQT97QQ	Baudrais, Jean (1749-1832)	Essais historiques sur l'origine et les progrès de l'art dramatique en France, tome II	http://reader.digitale-sammlungen.de/resolve/display/bsb10102315.html	1785	305	au Bureau de la Petite Bibliothèque des théâtres	Paris	http://catalogue.bnf.fr/ark:/12148/cb300673573/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
BCQW59T7	Baudrais, Jean (1749-1832)	Essais historiques sur l'origine et les progrès de l'art dramatique en France, tome III	http://reader.digitale-sammlungen.de/resolve/display/bsb10102316.html	1786	266	au Bureau de la Petite Bibliothèque des théâtres	Paris	http://catalogue.bnf.fr/ark:/12148/cb300673573/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
KNCSX4WW	Bazalgette, Léon (1873-1928)	Émile Verhaeren		1907	72	E. Sansot	Paris	http://catalogue.bnf.fr/ark:/12148/cb31779287s/PUBLIC	"BNF_2014-03_COM; CHARGÉ; corpus_Critique; etat_NUM-Commandée; etat_TODO-OCR; priorite_2; responsable_Alexandre-Critique"			
RGIMQ2PX	Bazalgette, Léon (1873-1928)	Walt Whitman, l'homme et son œuvre, 3e éd., tome II		1926		Mercure de France	Paris	http://catalogue.bnf.fr/ark:/12148/cb317792973/PUBLIC	"BNF_2014-03_COM; CHARGÉ; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
PWFW42Z3	Beaufils, Édouard (1868-1941)	Le Salon des poètes, première année, mai-juin 1908, poèmes dits accompagnés de notices bio-bibliographiques par Édouard Beaufils		1909		Société générale d'édition	Paris	http://catalogue.bnf.fr/ark:/12148/cb31781029b/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
3KMGII7K	Beaunier, André (1869-1925)	La jeunesse de Madame de La Fayette	https://archive.org/details/lajeunessedemada00beauuoft	1921	287	Ernest Flammarion	Paris	http://catalogue.bnf.fr/ark:/12148/cb31781960z/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
FPP26NT7	Becq de Fouquières, Louis (1831-1887)	Œuvres choisies des poètes français du XVIe siècle contemporains de Ronsard, publiées avec notices, notes et index par L. Becq de Fouquières	https://archive.org/details/oeuvreschoisiesd00becquoft	1879	412	G. Charpentier	Paris	http://catalogue.bnf.fr/ark:/12148/cb30076122v/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
WWEJNHV2	Bellessort, André (1866-1942)	Études et figures, variétés littéraires		1920	284	Bloud et Gay	"Paris ; Barcelone ; Dublin"	http://catalogue.bnf.fr/ark:/12148/cb31789377z/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; responsable_Alexandre-Critique"			
IW2BXJZF	Bellessort, André (1866-1942)	Sainte-Beuve et le dix-neuvième siècle : cours professé à la Société des conférences	http://gallica.bnf.fr/ark:/12148/bpt6k9669738k	1927	365	Perrin	Paris	http://catalogue.bnf.fr/ark:/12148/cb31789402b/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; responsable_Alexandre-Critique"			
BZR3PAVU	Bellessort, André (1866-1942)	Dix-huitième siècle et romantisme, 9e éd.		1941	418	Fayard	Paris	http://catalogue.bnf.fr/ark:/12148/cb317893727/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; responsable_Alexandre-Critique"			
H2E2499W	Bellet, Paul	La maison de Molière : comédie en un acte…, admise au Théâtre-Français, et lue devant le comité de lecture le 11 novembre 1869		1872	39	impr. Pradel	Toulouse	http://catalogue.bnf.fr/ark:/12148/cb38651310x/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Commandée; PB-BN-RICHELIEU; responsable_Forestier"			
3UGUMPPB	"Bernheim, Adrien (1861-1914); Claretie, Jules (1840-1913)"	Trente ans de théâtre, 5e série : Autour de la Comédie Française, préface de Jules Claretie	http://archive.org/details/trenteansdetha05bernuoft	1913	418	Devambez	Paris	http://catalogue.bnf.fr/ark:/12148/cb31803619p/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			Claretie, Jules (1840-1913)
EIATZ948	"Bidou, Henry (1873-1943); Faguet, Émile (1847-1916)"	L'Année dramatique, 1911-1912, préface d'Émile Faguet		1912	334	Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb318149089/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
P9UA4G92	"Bidou, Henry (1873-1943); Faguet, Émile (1847-1916)"	L'Année dramatique, 1912-1913, préface d'Émile Faguet		1913	289	Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb318149089/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
TQX8TDQN	"Biré, Edmond (1829-1907); Doumic, René (1860-1937)"	Romans et romanciers contemporains…, préface de René Doumic	http://dbooks.bodleian.ox.ac.uk/books/PDFs/N10213039.pdf	1908	337	J. Lamarre	Paris	http://catalogue.bnf.fr/ark:/12148/cb31819146v/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			Doumic, René (1860-1937)
NKRPD9ND	Bossuet, Jacques-Bénigne (1627-1704)	"L'Église et le théâtre : Maximes et réflexions sur la comédie ; précédées d'une introduction historique et accompagnées de documents contemporains et de notes critiques"		1930	310	B. Grasset	Paris	http://catalogue.bnf.fr/ark:/12148/cb360512319/PUBLIC	"BNF_2014-03_COM; corpus_Haine-théâtre; etat_NUM-Commandée; priorite_3; responsable_Lecercle"	"Urbain, Charles (1852-1930); Levesque, Eugène"		
HM4BD3XS	Bourget, Paul (1852-1935)	Ernest Renan		1883	32	A. Quantin	Paris	http://catalogue.bnf.fr/ark:/12148/cb301465335/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; priorite_1; responsable_Alexandre-Critique"			
ZZZMKF4R	Bourget, Paul (1852-1935)	Aux maisons de Barbey d'Aurevilly et de Balzac		1924	40	impr. F. Paillart	Abbeville	http://catalogue.bnf.fr/ark:/12148/cb31856930s/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; priorite_1; responsable_Alexandre-Critique"			
NGR6PZ2H	"Boylesve, René (1867-1926); Proust, Marcel (1871-1922)"	Quelques échanges et témoignages		1931	84	le Divan	Paris	http://catalogue.bnf.fr/ark:/12148/cb31155168t/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
D6QDGIXH	Boylesve, René (1867-1926)	Opinions sur le roman		1929	249	Plon	Paris	http://catalogue.bnf.fr/ark:/12148/cb31863261m/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
NWC3QIRN	Bremond, Henri (1865-1933)	Le charme d'Athènes		1905	48	E. Sansot	Paris	http://catalogue.bnf.fr/ark:/12148/cb318694085/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; priorite_2; responsable_Alexandre-Critique"			
IW3GXD9U	Bremond, Henri (1865-1933)	Les deux musiques de la prose		1924	117	Le Divan	Paris	http://catalogue.bnf.fr/ark:/12148/cb318694143/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
25UV5ME7	Brisson, Adolphe (1860-1925)	Le théâtre : 2e série		1908		E. Flammarion	Paris	http://catalogue.bnf.fr/ark:/12148/cb31874573w/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
GWKIDNI2	Brisson, Adolphe (1860-1925)	Le théâtre : 3e série	https://archive.org/details/lethtreetles03brisuoft	1908	476	E. Flammarion	Paris	http://catalogue.bnf.fr/ark:/12148/cb31874573w/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
Z2K864SG	Brisson, Adolphe (1860-1925)	Le théâtre : 4e série	https://archive.org/details/lethtreetles04brisuoft	1909	452	E. Flammarion	Paris	http://catalogue.bnf.fr/ark:/12148/cb31874573w/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
GWGWNRR2	Brisson, Adolphe (1860-1925)	Le théâtre : 5e série (1910)	https://archive.org/details/lethtreetles05brisuoft	1910	480	E. Flammarion	Paris	http://catalogue.bnf.fr/ark:/12148/cb38737038p/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_1; responsable_Alexandre-Critique"			
5V7DNHDI	Brisson, Adolphe (1860-1925)	Le théâtre : 6e série (1911)	https://archive.org/details/lethtreetles06brisuoft	1911	518	E. Flammarion	Paris	http://catalogue.bnf.fr/ark:/12148/cb365729710/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
ZSGW4MUR	Brisson, Adolphe (1860-1925)	Le théâtre : 7e série (1912)	https://archive.org/details/lethtreetles07brisuoft	1912	412	E. Flammarion	Paris	http://catalogue.bnf.fr/ark:/12148/cb38737038p/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_1; responsable_Alexandre-Critique"			
KUCS5K8J	Brisson, Adolphe (1860-1925)	Le théâtre : 8e série (1913)	https://archive.org/details/lethtreetles08brisuoft	1913	364	E. Flammarion	Paris	http://catalogue.bnf.fr/ark:/12148/cb38737038p/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_1; responsable_Alexandre-Critique"			
R6V3GRGE	Brunetière, Ferdinand (1849-1906)	Questions de critique	https://archive.org/details/questionsdecriti00brunuoft	1889	325	C. Lévy	Paris	http://catalogue.bnf.fr/ark:/12148/cb30169980x/PUBLIC	"BNF_2014-03_COM; corpus_Critique; corpus_Sciences; etat_NUM-Commandée; etat_TODO-OCR; priorite_1; responsable_Alexandre-Critique; responsable_Riguet-Lettres"			
KFHM3AEE	Brunetière, Ferdinand (1849-1906)	Essais sur la littérature contemporaine	https://archive.org/details/essaissurlalitt00brun	1892	357	C. Lévy	Paris	http://catalogue.bnf.fr/ark:/12148/cb30169955q/PUBLIC	"BNF_2014-03_COM; CHARGÉ; corpus_Critique; corpus_Sciences; etat_NUM-Commandée; etat_TODO-OCR; operateur_HG; priorite_1; responsable_Alexandre-Critique; responsable_Riguet-Lettres"			
IXWQ39FW	Brunetière, Ferdinand (1849-1906)	L'art et la morale (3e éd.)		1898	100	J. Hetzel	Paris	http://catalogue.bnf.fr/ark:/12148/cb30169948f/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
2DMQXPZD	Brunetière, Ferdinand (1849-1906)	Études critiques sur l'histoire de la littérature française : 9e série		1925	242	Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb318827499/PUBLIC	"BNF_2014-03_COM; corpus_Critique; corpus_Ecole; corpus_Sciences; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique; responsable_Jey; responsable_Riguet-Lettres"			
S4JCU9W4	Bürger, Gottfried August	Lénore, ballade traduite de Burger par F. Froly, dédiée à Madame L******		1840	16	Imprimerie de L. Boitel	Lyon	http://catalogue.bnf.fr/ark:/12148/cb301776997/PUBLIC	"BNF_2014-03_COM; corpus_Traductions; etat_NUM-Commandée; priorite_3; responsable_Masson"		Froly, F.	
FXPHXE6A	Bürger, Gottfried August	Lénora, Ballade-Cantate, imitée de Burger par P. A. Vieillard, Membre des sociétés philotechnique, des Enfans d'Apollon, et Libre des Beaux-Arts		1855	13	impr. de Thuvieu	Paris	http://catalogue.bnf.fr/ark:/12148/cb31574159q/PUBLIC	"BNF_2014-03_COM; corpus_Traductions; etat_NUM-Commandée; priorite_3; responsable_Masson"		Vieillard, Pierre -Ange	
XMNK93JX		Morceaux choisis des auteurs français, publiés... à l'usage de l'enseignement secondaire classique, avec des notices et des notes, par Albert Cahen,... Classes de troisième, seconde et rhétorique, XVIe, XVIIe, XVIIIe et XIXe siècles, vol. 2 : Poésie		1890		Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb33493371d/PUBLIC	"BNF_2014-03_COM; corpus_Ecole; etat_NUM-Commandée; priorite_3; responsable_Jey"	Cahen, Albert (1857-1937)		
TBBF4693		Composizioni teatrali moderne... , tome IV	https://books.google.fr/books?id=mp_TTMhjcisC	1772	286	[s. n.]	Venezia	http://catalogue.bnf.fr/ark:/12148/cb30189232j/PUBLIC	"BNF_2014-03_COM; corpus_Theatre-italien; etat_NUM-Commandée; priorite_3; responsable_Fabiano"	Caminèr, Elisabetta (1751-1796)		
4JNFEEV3	Capus, Alfred (1858-1922)	Troisième centenaire de Jean de La Fontaine, célébré à Château-Thierry, le dimanche 10 juillet 1921 : discours de M. Alfred Capus		1921	13	impr. Firmin-Didot	Paris	http://catalogue.bnf.fr/ark:/12148/cb31905987n/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; responsable_Alexandre-Critique"			
QS28KPSZ	"?ehov, Anton Pavlovi? (1860-1904); Beaunier, André (1869-1925)"	"Un meurtre ; trad. du russe par Mlle Claire Ducreux ; préface de M. André Beaunier"		1902	275	Éditions de la Revue blanche	Paris	http://catalogue.bnf.fr/ark:/12148/cb314388615/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			Beaunier, André (1869-1925)
QSRCTWRJ	Champfleury (1821-1889)	Champfleury inédit, publié par Paul Eudel		1903	361	"Bibliothèque de la Gazette anecdotique ; L. Clouzot"	"Paris ; Niort"	http://catalogue.bnf.fr/ark:/12148/cb30218777c/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"	Eudel, Paul (1837-1911)		
RDJ8JFQA	Chapoy, Henri	Recueil de versions latines, choix de morceaux extraits des meilleurs auteurs latins avec notices biographiques :  II. Classes moyennes (4e, 3e, 2e)		1876		E. Baltenweck	Paris	http://catalogue.bnf.fr/ark:/12148/cb30221563n/PUBLIC	"BNF_2014-03_COM; corpus_Ecole; etat_NUM-Commandée; priorite_3; responsable_Jey"			
2NPTSRQJ	Chapoy, Henri	Recueil de versions latines, choix de morceaux extraits des meilleurs auteurs latins avec notices biographiques : III. Rhétorique, philosophie		1876		E. Baltenweck	Paris	http://catalogue.bnf.fr/ark:/12148/cb30221563n/PUBLIC	"BNF_2014-03_COM; corpus_Ecole; etat_NUM-Commandée; priorite_3; responsable_Jey"			
I82FVFZU	Chasles, Émile (1827-1908)	La comédie en France au seizième siècle	http://reader.digitale-sammlungen.de/resolve/display/bsb10573635.html	1862	214	Didier	Paris	http://catalogue.bnf.fr/ark:/12148/cb35408097w/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
GE5SDBQS	Chasles, Émile (1827-1908)	Histoire abrégée de la littérature française, tome I		1868		P. Ducrocq	Paris	http://catalogue.bnf.fr/ark:/12148/cb30226258f/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
5ATFXWF5	Chasles, Émile (1827-1908)	Histoire abrégée de la littérature française, tome II		1868		P. Ducrocq	Paris	http://catalogue.bnf.fr/ark:/12148/cb30226258f/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
DHQQARIX	Chasles, Philarète (1798-1873)	La France, l'Espagne et l'Italie au XVIIe siècle	https://archive.org/details/lafrancelespagne00chasuoft	1877	542	G. Charpentier	Paris	http://catalogue.bnf.fr/ark:/12148/cb302263770/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
3MWWCEIB	Chateaubriand, François-René de (1768-1848)	Génie du christianisme et défense du «Génie du christianisme» : avec notes et éclaircissements par Chateaubriand. suivis des Extraits critiques par M. de Fontanes		1867	749	Garnier frères	Paris	http://catalogue.bnf.fr/ark:/12148/cb30227784m/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"	Fontanes, Louis de (1759-1821)		
3QR8M8TP	"Chateaubriand, François-René de (1768-1848); Ampère, Jean-Jacques (1800-1864)"	Les Martyrs, précédé d'un Discours sur Chateaubriand, tome I		1867		M. Lévy frères	Paris	http://catalogue.bnf.fr/ark:/12148/cb30227931k/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			Ampère, Jean-Jacques (1800-1864)
JU9BMDBR	"Chateaubriand, François-René de (1768-1848); Hazard, Paul (1878-1944)"	"Atala ; René ; Le Dernier des Abencérages ; Voyage en Amérique, préface de Paul Hazard"		1928	536	Libr. Firmin-Didot et Cie	Paris	http://catalogue.bnf.fr/ark:/12148/cb319339795/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			Hazard, Paul (1878-1944)
CB8ZXQUA	Cicéron (0106-0043 av. J.-C.)	Analyses et extraits des ouvrages de rhétorique de Cicéron		1875		Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb30290193p/PUBLIC	"BNF_2014-03_COM; corpus_Ecole; etat_NUM-Commandée; priorite_3; responsable_Jey"	Cucheval, Victor (1830-1912)		
5S7JJS78	Cicéron (0106-0043 av. J.-C.)	Lettres choisies, avec une introduction et des notes, par Ch. Lebaigue		1884	231	Vve E. Belin et fils	Paris	http://catalogue.bnf.fr/ark:/12148/cb30242852g/PUBLIC	"BNF_2014-03_COM; corpus_Ecole; etat_NUM-Commandée; priorite_3; responsable_Jey"	Lebaigue, Charles (1820-1903)		
6N5RQVAH	Crevel, René (1900-1935)	Dalí ou l'anti-obscurantisme		1931	42	Éd. surréalistes	Paris	http://catalogue.bnf.fr/ark:/12148/cb358731675/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; priorite_2; responsable_Alexandre-Art"			
G6TSM3N2	Croisset, Francis de (1877-1937)	L'Invasion au théâtre		1928	40	impr. de F. Paillart	Abbeville	http://catalogue.bnf.fr/ark:/12148/cb31647624q/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; priorite_2; responsable_Alexandre-Sources"			
KQ8G9MHE	D'Assoucy, Charles (1605-1677)	Poésies et lettres de M. Dassoucy, contenant diverses pièces héroïques, satiriques et burlesques	https://books.google.fr/books?id=R6ZgAAAAcAAJ	1653	188	L. Chamhoudry	Paris	http://catalogue.bnf.fr/ark:/12148/cb317367221/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Commandée; responsable_Forestier"			
VN2XHZ9T	Daudet, Julia (1844-1940)	Souvenirs autour d’un groupe littéraire	https://archive.org/details/souvenirsautourd00dauduoft	1910	274	Fasquelle	Paris	http://catalogue.bnf.fr/ark:/12148/cb31996749n/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; responsable_Alexandre-Sources"			
XKPKGQ96	Daudet, Léon (1867-1942)	Le voyage de Shakespeare, 12e éd.		1929	345	Gallimard	Paris	http://catalogue.bnf.fr/ark:/12148/cb31996965f/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
JDB794I5	Davignon, Henri (1879-1964)	Molière et la vie : Molière et les femmes, Molière et la bourgeoisie, Molière et les petites gens, le drame dans Molière	https://archive.org/details/molireetlavie00daviuoft	1909	298	A. Fontemoing	Paris	http://catalogue.bnf.fr/ark:/12148/cb303053169/PUBLIC	"BNF_2014-03_COM; corpus_Critique; corpus_Molière; etat_candidat-corpus; etat_NUM-Commandée; responsable_Alexandre-Critique; responsable_Forestier"			
VG3JNW76	Derème, Tristan (1889-1941)	M. de Mun et la poésie		1912	7	Pyrénées et Océan	Tarbes	http://catalogue.bnf.fr/ark:/12148/cb32017932n/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; priorite_2; responsable_Alexandre-Critique"			
P4EAQHW4	Derème, Tristan (1889-1941)	La rime de Virgile et des Japonais		1930	70	impr. F. Paillart	Abbeville	http://catalogue.bnf.fr/ark:/12148/cb32017954z/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; priorite_2; responsable_Alexandre-Critique"			
T9JJRZDQ	Des Guerrois, Charles (1817-1916)	Étude sur mistress Elizabeth Browning, suivie de ses quarante-quatre «Sonnets portugais» et de quelques autres de ses poèmes, traduits par Charles Des Guerrois		1885	172	A. Lemerre	Paris	http://catalogue.bnf.fr/ark:/12148/cb303312291/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_2; responsable_Alexandre-Critique"			
6JXIBKBK	Des Guerrois, Charles (1817-1916)	Dans le monde de l'art		1892	209	A. Lemerre	Paris	http://catalogue.bnf.fr/ark:/12148/cb30331219q/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
8Z23KWRZ	Des Guerrois, Charles (1817-1916)	Eloges littéraires et biographiques. Bernardin de Saint-Pierre. Vauvenargues. Regnard		1921	193	A. Lemerre	Paris	http://catalogue.bnf.fr/ark:/12148/cb32022069h/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
9W84H5K2	Deschamps, Émile (1791-1871)	Molière et Louis XIV à la fête de bienfaisance donnée le 25 avril 1846 sur le Grand Théâtre de Lyon par l'association des artistes, peintres, sculpteurs, architectes et graveurs, au profit de la caisse de secours, in De l'Influence de l'esprit français sur l'Europe depuis deux siècles. de l'état des arts en France et de la position des artistes		1846	32	Amyot	Paris	http://catalogue.bnf.fr/ark:/12148/cb30328759t/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Commandée; responsable_Forestier"			
JG8MKNKE	Deslandes, Raymond (1825-1890)	Le marquis Harpagon, comédie en 4 actes, en prose [Paris, Odéon, 1er septembre 1862]		1862	121	M. Lévy frères	Paris	http://catalogue.bnf.fr/ark:/12148/cb303321368/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Commandée; responsable_Forestier"			
N3F3ZX7E	Despine, Prosper (1812-18..?)	La science du cœur humain ou la psychologie des sentiments et des passions d'après les œuvres de Molière		1884		F. Savy	Paris	http://catalogue.bnf.fr/ark:/12148/cb30334401x/PUBLIC	"BNF_2014-03_COM; corpus_Critique; corpus_Molière; etat_NUM-Commandée; responsable_Alexandre-Critique; responsable_Forestier"			
2ZGAKTF5	Doumic, René (1860-1937)	Appendice sur les écrivains maritimes et militaires, pour faire suite à l'Histoire de la littérature française		1894	71	P. Delaplane	Paris	http://catalogue.bnf.fr/ark:/12148/cb30352050z/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
MTBN58NR	Doumic, René (1860-1937)	Études sur la littérature française : 1re série, 2e éd.	http://archive.org/details/tudessurlalit01doum	1896	327	"Didier ; Perrin"	Paris	http://catalogue.bnf.fr/ark:/12148/cb303520530/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
