Key	Author	Title	Url	Date	Num Pages	Publisher	Place	Call Number	Manual Tags	Editor	Translator	Contributor
TBI89IE9	Doumic, René (1860-1937)	Études sur la littérature française : 3e série	http://archive.org/details/tudessurlalitt03doum	1899	311	"Didier ; Perrin"	Paris	http://catalogue.bnf.fr/ark:/12148/cb303520530/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
3DWCMWJ7	Doumic, René (1860-1937)	Études sur la littérature française : 2e série, 2e éd.	http://archive.org/details/tudessurlalitt02doum	1900	323	"Didier ; Perrin"	Paris	http://catalogue.bnf.fr/ark:/12148/cb303520530/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
DSR494H8	Doumic, René (1860-1937)	Études sur la littérature française : 4e série	http://archive.org/details/tudessurlalitt04doum	1901	311	"Didier ; Perrin"	Paris	http://catalogue.bnf.fr/ark:/12148/cb303520530/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
PHRNJ3G6	Doumic, René (1860-1937)	Hommes et idées du XIXe siècle	http://books.google.com/books?id=tlUxAQAAIAAJ	1903	300	Perrin	Paris	http://catalogue.bnf.fr/ark:/12148/cb30352054b/PUBLIC	"BNF_2014-03_COM; CHARGÉ; corpus_Critique; corpus_Sciences; etat_DONE; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique; responsable_Riguet-Lettres"			
TEICJFK7	Doumic, René (1860-1937)	Études sur la littérature française : 5e série	http://archive.org/details/tudessurlal05doum	1906	321	"Didier ; Perrin"	Paris	http://catalogue.bnf.fr/ark:/12148/cb303520530/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
RQS3JEJQ	Doumic, René (1860-1937)	Le théâtre nouveau	http://archive.org/details/lethtrenouv00doum	1908	398	Perrin	Paris	http://catalogue.bnf.fr/ark:/12148/cb303520639/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
7V5NIJJB	Doumic, René (1860-1937)	Études sur la littérature française : 6e série	http://archive.org/details/tudessurlalitt06doum	1909	358	"Didier ; Perrin"	Paris	http://catalogue.bnf.fr/ark:/12148/cb303520530/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
T3QACB39	Du Bos, Charles (1882-1939)	Approximations, 3e série	https://archive.org/details/approximations03dubouoft	1929	330	le Rouge et le Noir	Paris	http://catalogue.bnf.fr/ark:/12148/cb320483189/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-ARSENAL; priorite_1; responsable_Girardi"			
WIFI5HA2	Du Bos, Charles (1882-1939)	Approximations, 6e série		1934	451	Roberto A. Corréa	Paris	http://catalogue.bnf.fr/ark:/12148/cb32048319n/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Girardi"			
DGIXZTU4	Dupuy, Ernest (1849-1918)	Bernard Palissy : l'homme, l'artiste, le savant, l'écrivain		1894	353	Lecène, Oudin et Cie	Paris	http://catalogue.bnf.fr/ark:/12148/cb353201081/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
WNGZ2ARF	Dupuy, Ernest (1849-1918)	Les grands maîtres de la littérature russe au dix-neuvième siècle, 4e éd.	https://archive.org/details/lesgrandsmatre00dupu	1897	387	Société française d'imprimerie et de librairie	Paris	http://catalogue.bnf.fr/ark:/12148/cb30383533m/PUBLIC	"BNF_2014-03_COM; CHARGÉ; corpus_Critique; corpus_Sciences; etat_NUM-Commandée; etat_TODO-OCR; priorite_1; responsable_Alexandre-Critique; responsable_Riguet-Lettres"			
X3C5RIW6	Faguet, Émile (1847-1916)	Drame ancien, drame moderne	https://archive.org/details/drameanciendrame00faguuoft	1898	275	A. Colin	Paris	http://catalogue.bnf.fr/ark:/12148/cb30415587r/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
22S84P83	Faguet, Émile (1847-1916)	Ferdinand Brunetière		1911	41	Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb341522841/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
P59DABR5	Faguet, Émile (1847-1916)	Initiation littéraire	https://archive.org/details/initiationlitt00fagu	1913	174	Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb32089739f/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
T8XSBITV	Faguet, Émile (1847-1916)	Examen de conscience du critique		1930		s. n.	s. l.	http://catalogue.bnf.fr/ark:/12148/cb38737089k/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_1; responsable_Alexandre-Critique"			
HICJK5PN	Fernandez, Ramon (1894-1944)	Messages. 1re série		1926	224	Éditions de la Nouvelle Revue française	Paris	http://catalogue.bnf.fr/ark:/12148/cb32100561d/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
PDB43K2Z	Fernandez, Ramon (1894-1944)	La vie de Molière, 8e éd.		1930	243	Gallimard	Paris	http://catalogue.bnf.fr/ark:/12148/cb321005664/PUBLIC	"BNF_2014-03_COM; corpus_Critique; corpus_Molière; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique; responsable_Forestier"			
4TZG2KRJ	Fernandez, Ramon (1894-1944)	Barrès		1943	247	Éditions du Livre moderne	Paris	http://catalogue.bnf.fr/ark:/12148/cb32100555g/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
58587PQZ	France, Anatole (1844-1924)	Stendhal		1920	44	impr. F. Paillart	Abbeville	http://catalogue.bnf.fr/ark:/12148/cb32124004k	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; priorite_1; responsable_Alexandre-Critique"			
IKCHDS7T	"Gaujour, Isidore; Le Blond, Maurice (1877-1944)"	"Jules Renard et son œuvre ; préface de Maurice Le Blond"		1913	46	impr. de la	Nevers	http://catalogue.bnf.fr/ark:/12148/cb304874297/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			Le Blond, Maurice (1877-1944)
KMVDWKZE	Gautier, Léon (1832-1897)	La poésie religieuse dans les cloîtres des IXe-XIe siècles	http://dbooks.bodleian.ox.ac.uk/books/PDFs/N10272272.pdf	1887	47	V. Palmé	Paris	http://catalogue.bnf.fr/ark:/12148/cb304900180/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
6TUCPDVM	Gautier, Théophile (1811-1872)	Guide de l'amateur au musée du Louvre, suivi de la vie et les oeuvres de quelques peintres	http://dbooks.bodleian.ox.ac.uk/books/PDFs/N10272341.pdf	1882	360	G. Charpentier	Paris	http://catalogue.bnf.fr/ark:/12148/cb30490302f/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; etat_TODO-Stylage; modeGallica_texte; priorite_2; responsable_Alexandre-Art"			
KAE7RB9P	Geoffroy, Julien-Louis (1743-1814)	Manuel dramatique à l'usage des auteurs et des acteurs, et nécessaire aux gens du monde qui aiment les idées toutes trouvées et les jugemens tout faits	https://books.google.fr/books?id=F5ZMAQAAMAAJ	1822	404	Painparré	Paris	http://catalogue.bnf.fr/ark:/12148/cb30496995c/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
7I5EP5KM	Gerbais, Jean (1629-1699)	Lettre d'un docteur de Sorbonne à une personne de qualité sur le sujet de la comédie	https://books.google.fr/books?id=oH25EmkidEQC	1694	127	C. Mazuel	Paris	http://catalogue.bnf.fr/ark:/12148/cb304988780/PUBLIC	"BNF_2014-03_COM; corpus_Haine-théâtre; etat_NUM-Commandée; etat_TODO-OCR; responsable_Lecercle"			
RWA43XSM	Gillet, Louis (1876-1943)	Lectures étrangères, 1re série, 2e éd.		1924	258	Plon	Paris	http://catalogue.bnf.fr/ark:/12148/cb32166324b/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; responsable_Alexandre-Critique"			
2I2IBM23	Gillet, Louis (1876-1943)	Lectures étrangères, 2e série		1925	247	Plon	Paris	http://catalogue.bnf.fr/ark:/12148/cb32166325p/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; responsable_Alexandre-Critique"			
EU79ZZ64	Gillet, Louis (1876-1943)	Esquisses anglaises		1930	245	Firmin-Didot et Cie	Paris	http://catalogue.bnf.fr/ark:/12148/cb32166312b/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; responsable_Alexandre-Critique"			
BPR4RSWN	Gillet, Louis (1876-1943)	Stèle pour James Joyce		1941	189	Éditions du Sagittaire	Marseille	http://catalogue.bnf.fr/ark:/12148/cb32166348b/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; responsable_Alexandre-Critique"			
5896C95X	"Ginguené, Pierre-Louis (1748-1816); Garat, Dominique Joseph (1749-1833)"	Catalogue des livres de la bibliothèque de feu M. P.-L. Ginguené,... [Rédigé en grande partie par lui-même, et précédé d'une notice sur sa vie et ses ouvrages, par D.-J. Garat]		1817	376	Merlin	Paris	http://catalogue.bnf.fr/ark:/12148/cb305082899/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			Garat, Dominique Joseph (1749-1833)
55SFEEJD	Glaser, Ph.-Emmanuel	Le mouvement littéraire : petite chronique des lettres : 1904	http://archive.org/details/lemouvementlitt01glasuoft	1905	324	P. Ollendorff	Paris	http://catalogue.bnf.fr/ark:/12148/cb36047397r/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
RUE3EAVN	Glaser, Ph.-Emmanuel	Le mouvement littéraire : petite chronique des lettres : 1905	http://archive.org/details/lemouvementlitt02glasuoft	1906	384	P. Ollendorff	Paris	http://catalogue.bnf.fr/ark:/12148/cb360473983/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
INAAQZJD	Glaser, Ph.-Emmanuel	Le mouvement littéraire : petite chronique des lettres : 1907	http://archive.org/details/lemouvementlitt04glasuoft	1908	372	P. Ollendorff	Paris	http://catalogue.bnf.fr/ark:/12148/cb36047400t/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
CD455CSG	Glaser, Ph.-Emmanuel	Le mouvement littéraire : petite chronique des lettres : 1909	http://archive.org/details/lemouvementlitt06glasuoft	1910	456	P. Ollendorff	Paris	http://catalogue.bnf.fr/ark:/12148/cb36047402h/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
GG8G9X8N	Glaser, Ph.-Emmanuel	Le mouvement littéraire : petite chronique des lettres : 1910	http://archive.org/details/lemouvementlitt07glasuoft	1911	498	P. Ollendorff	Paris	http://catalogue.bnf.fr/ark:/12148/cb36047403v/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
MXMSRX2P	Glaser, Ph.-Emmanuel	Le mouvement littéraire : petite chronique des lettres : 1911	http://archive.org/details/lemouvementlitt08glasuoft	1912	458	P. Ollendorff	Paris	http://catalogue.bnf.fr/ark:/12148/cb360474046/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
XJ4MZA97	Glaser, Ph.-Emmanuel	Le mouvement littéraire : petite chronique des lettres : 1912	http://archive.org/details/lemouvementlitt09glasuoft	1912	476	P. Ollendorff	Paris	http://catalogue.bnf.fr/ark:/12148/cb36047405j/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
FV6KXGGG	Godefroy, Frédéric (1826-1897)	Morceaux choisis des prosateurs et poètes français des XVIIe, XVIIIe et XIXe siècles, 2e éd., vol. 3 : Deuxième cours		1873		Gaume	Paris	http://catalogue.bnf.fr/ark:/12148/cb305170991/PUBLIC	"BNF_2014-03_COM; corpus_Ecole; etat_NUM-Commandée; priorite_3; responsable_Jey"			
VK7TIIH2		Morceaux choisis des prosateurs et poètes français des XVIIe, XVIIIe et XIXe siècles, 2e éd., vol. 5 : Cours supérieur. Prosateurs		1873		Gaume	Paris	http://catalogue.bnf.fr/ark:/12148/cb305170991/PUBLIC	"BNF_2014-03_COM; corpus_Ecole; etat_NUM-Commandée; priorite_3; responsable_Jey"	Godefroy, Frédéric (1826-1897)		
KNVZPJMV	Godin, Eugène (01)	La Lyre de Cahors, à propos comique en 1 acte, en vers, pour l'anniversaire de Molière		1888	32	A. Lemerre	Paris	http://catalogue.bnf.fr/ark:/12148/cb30517636s/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Commandée; responsable_Forestier"			
J38DRJDI	Goethe, Johann Wolfgang von (1749-1832)	"Faust ; introduction et notes par Teodor de Wyzewa"		1913	76	H. Laurens	Paris	http://catalogue.bnf.fr/ark:/12148/cb386998253/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_2; responsable_Alexandre-Critique"	Wyzewa, Théodore de (1862-1917)		
9C6G8CK8	Gourmont, Remy de (1858-1915)	Les idées du jour (octobre 1914-avril 1915)		1917	228	G. Crès et Cie	Paris	http://catalogue.bnf.fr/ark:/12148/cb32185373q/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
F5RWERBR	Gourmont, Remy de (1858-1915)	Pendant la guerre. Lettres pour l'Argentine, préface de Jean de Gourmont		1917	268	Mercure de France	Paris	http://catalogue.bnf.fr/ark:/12148/cb321854223.public	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Sources"			
5XC8WZUJ	Gourmont, Remy de (1858-1915)	Contre-pensées de Remy de Gourmont sur des Pensées de La Bruyère		1921	32	se vend à l'Imprimerie gourmontienne	Paris	http://catalogue.bnf.fr/ark:/12148/cb436177838/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-ARSENAL; priorite_1; responsable_Alexandre-Critique"			
JETRPCWH	Gourmont, Remy de (1858-1915)	Dante, Béatrice et la poésie amoureuse : essai sur l'idéal féminin en Italie à la fin du XIIIe siècle	https://archive.org/details/dantebatricee00gour	1922	90	Mercure de France	Paris	http://catalogue.bnf.fr/ark:/12148/cb355672263/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
NPBP38P3	Gourmont, Remy de (1858-1915)	"Journal intime et inédit de feu Remy de Gourmont ; recueilli par son frère"	http://dbooks.bodleian.ox.ac.uk/books/PDFs/N10276359.pdf	1923	50	Typographie François Bernouard	Paris	http://catalogue.bnf.fr/ark:/12148/cb43621403q/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-ARSENAL; priorite_1; responsable_Alexandre-Sources"	Gourmont, Jean de (1877-1928)		
WD4KBDMV	Gourmont, Remy de (1858-1915)	Dernières pensées inédites		1924	76	Typographie François Bernouard	Paris	http://catalogue.bnf.fr/ark:/12148/cb43621433n/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-ARSENAL; priorite_1; responsable_Alexandre-Critique"			
HX4DBWNF	Gourmont, Remy de (1858-1915)	Pensées inédites	http://dbooks.bodleian.ox.ac.uk/books/PDFs/N10276323.pdf	1924	74	Typographie François Bernouard	Paris	http://catalogue.bnf.fr/ark:/12148/cb32185423f/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; priorite_1; responsable_Alexandre-Critique"			
B26S3E46	"Guérard, Michel (1808-1888); Moncourt, Edme"	Exercices latins adaptés à la Grammaire latine d'après Lhomond : 2e partie, Cours gradué de versions latines sur la syntaxe... : cours complet de langue latine, théorie et exercices, [1.] Livre de l'élève		1858		Dezobry, E. Magdeleine et Cie	Paris	http://catalogue.bnf.fr/ark:/12148/cb30550752f/PUBLIC	"BNF_2014-03_COM; corpus_Ecole; etat_NUM-Commandée; etat_TODO-Stylage; modeGallica_texte; responsable_Jey"			
5FSM63P4	Guérin, Maurice de (1810-1839)	Le Centaure, la Bacchante, Glaucus, Promenade à travers la lande, sainte Thérèse, Journal, Lettres. Appendice : documents biographiques et littéraires. Avec un portrait et une notice de Remy de Gourmont		1909	280	Mercure de France	Paris	http://catalogue.bnf.fr/ark:/12148/cb30551527x/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"	Gourmont, Remy de (1858-1915)		
PHEJX8WJ	Hazard, Paul (1878-1944)	Les «Promessi Sposi» relus par un Français…		1927	37	tip. l'Universale	Roma	http://catalogue.bnf.fr/ark:/12148/cb32229078h/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
9CP7GVZS	Hazard, Paul (1878-1944)	Don Quichotte de Cervantès : étude et analyse		1931	352	Mellottée	Paris	http://catalogue.bnf.fr/ark:/12148/cb35212083m/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
7IJC32HQ	Hazard, Paul (1878-1944)	Les livres, les enfants et les hommes		1932	283	E. Flammarion	Paris	http://catalogue.bnf.fr/ark:/12148/cb322290744/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
CS5857CA	"Heine, Heinrich (1797-1856); Wyzewa, Théodore de (1862-1917)"	"Le Livre des chants ; traduction nouvelle par H. Mansvic précédée d'une notice biographique sur Heine par Th. de Wyzewa"		1920		Garnier Frères	Paris	http://catalogue.bnf.fr/ark:/12148/cb31672894v/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			Wyzewa, Théodore de (1862-1917)
KRKPGN9F	Hoffman, François-Benoît (1760-1828)	Nouveaux éclaircissemens en forme de conversation, sur Conaxa et les Deux gendres		1812	23	Barba	Paris	http://catalogue.bnf.fr/ark:/12148/cb30609592f/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; responsable_Alexandre-Critique"			
7ZFNXRE7	Hugo, Victor (1802-1885)	Une curiosité littéraire. Excursion à travers un manuscrit inédit de Victor Hugo. Les Propos de table du poète en exil, publiés par Octave Uzanne		1892	63	administration de L'Art et l'Idée	Paris	http://catalogue.bnf.fr/ark:/12148/cb34165301q/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; priorite_2; responsable_Alexandre-Critique"	Uzanne, Octave (1851-1931)		
8IDQ847U	"Jaulnay, Charles (doyen de Saint-Rieule de Senlis); Le Fèvre, Tanneguy (1615-1672)"	L'Enfer burlesque [par C. Jaulnay]. Le Mariage de Belphégor [par T. Le Fèvre] et les Épitaphes de M. de Molière, réimprimés sur l'édition de Cologne, 1677, et augmentés d'une notice bibliographique par M. Paul Lacroix		1868	120	J. Gay et fils	Genève	http://catalogue.bnf.fr/ark:/12148/cb30773555d/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Commandée; PB-BN-RESERVE; responsable_Forestier"	Lacroix, Paul (1806-1884)		
AEEP7WTH	"La Fontaine, Jean de (1621-1695); Derème, Tristan (1889-1941)"	"Elégies ; préface de Tristan Derème ; bois originaux par Ph. Burnot"		1929	61	"impr. Darantière ; au Pigeonnier"	"Dijon ; Saint-Félicien"	http://catalogue.bnf.fr/ark:/12148/cb323375136/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; priorite_2; responsable_Alexandre-Critique"			Derème, Tristan (1889-1941)
8NC9QU8H	La Grange, Charles de (1646-1709)	Réfutation d'un écrit favorisant la comédie	https://books.google.fr/books?id=Id8rVg1dCSUC	1694	88	E. Couterot	Paris	http://catalogue.bnf.fr/ark:/12148/cb30718893r/PUBLIC	"BNF_2014-03_COM; corpus_Haine-théâtre; etat_NUM-Commandée; etat_TODO-OCR; responsable_Lecercle"			
DRM9SKJG	La Harpe, Jean François de (1739-1803)	Oeuvres de La Harpe,... accompagnées d'une notice sur sa vie et sur ses ouvrages [par Saint-Surin], tome I : Théâtre, vol. 1	http://books.google.fr/books?id=QA47AAAAcAAJ&printsec=frontcover&hl=fr&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	1821	379	Verdière	Paris	http://catalogue.bnf.fr/ark:/12148/cb307198752/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
2HG8V2GX	La Harpe, Jean François de (1739-1803)	Oeuvres de La Harpe,... accompagnées d'une notice sur sa vie et sur ses ouvrages [par Saint-Surin], tome IV : Éloges académiques	http://books.google.fr/books?id=izo0AAAAMAAJ&printsec=frontcover&hl=fr&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	1821	460	Verdière	Paris	http://catalogue.bnf.fr/ark:/12148/cb307198752/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
CBUVVISG	La Harpe, Jean François de (1739-1803)	Oeuvres de La Harpe,... accompagnées d'une notice sur sa vie et sur ses ouvrages [par Saint-Surin], tome V : Discours	http://books.google.fr/books?id=nxo7AAAAcAAJ&printsec=frontcover&hl=fr&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	1821	684	Verdière	Paris	http://catalogue.bnf.fr/ark:/12148/cb307198752/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
IKUUKI9W	La Harpe, Jean François de (1739-1803)	Oeuvres de La Harpe,... accompagnées d'une notice sur sa vie et sur ses ouvrages [par Saint-Surin], tome XIV : Littérature et critique, vol. 1	http://books.google.fr/books?id=qg87AAAAcAAJ&printsec=frontcover&hl=fr&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	1821	484	Verdière	Paris	http://catalogue.bnf.fr/ark:/12148/cb307198752/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
BUM2BAI3	La Harpe, Jean François de (1739-1803)	Oeuvres de La Harpe,... accompagnées d'une notice sur sa vie et sur ses ouvrages [par Saint-Surin], tome XV : Littérature et critique, vol. 2	http://books.google.fr/books?id=zA87AAAAcAAJ&printsec=frontcover&hl=fr&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	1821	559	Verdière	Paris	http://catalogue.bnf.fr/ark:/12148/cb307198752/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
KI5ES4K7		"Joguenet ou les vieillards dupés ; Première forme des Fourberies de Scapin, publ. d'après un ms contemporain et qui paraît être un autographe : comédie en trois actes ; par le bibliophile Jacob"		1888	149	J. Gay et fils	Genève	http://catalogue.bnf.fr/ark:/12148/cb309590364/PUBLIC	"BNF_2014-03_COM; corpus_Critique; corpus_Molière; etat_NUM-Commandée; PB-BN-RESERVE; responsable_Alexandre-Critique; responsable_Forestier"	Lacroix, Paul (1806-1884)		
GPKD3WCF	Lalouette, Ambroise (1656-1724)	Histoire et abrégé des ouvrages latins, italiens et français pour et contre la comédie et l'opéra	https://books.google.fr/books?id=0a9PFOK1RqQC	1697	122	C. Robustel	Paris	http://catalogue.bnf.fr/ark:/12148/cb307241158/PUBLIC	"BNF_2014-03_COM; corpus_Haine-théâtre; etat_NUM-Commandée; priorite_3; responsable_Lecercle"			
U8CW766K	Lanson, Gustave (1857-1934)	Le marquis de Vauvenargues	http://dbooks.bodleian.ox.ac.uk/books/PDFs/N12015455.pdf	1920	229	Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb32347400s/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
GX79JK4G	Lanson, Gustave (1857-1934)	Corneille, 6e éd.	https://archive.org/details/corneill00lans	1922	207	Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb34155585x/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
9NAVRKXC	Lanson, Gustave (1857-1934)	Les Essais de Montaigne : étude et analyse		1930	384	Mellottée	Paris	http://catalogue.bnf.fr/ark:/12148/cb32347388r/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
U3VV36XB	Larroumet, Gustave (1852-1902)	Études de littérature et d'art : 1re série	https://archive.org/details/tudesdelittr01larruoft	1893	402	Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb30744176w/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
QEDC3SS6	Larroumet, Gustave (1852-1902)	Études de littérature et d'art : 3e série		1895	345	Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb30744176w/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
QC4RGMND	Larroumet, Gustave (1852-1902)	Études de littérature et d'art : 4e série	https://archive.org/details/tudesdelittr04larruoft	1896	399	Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb30744176w/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
9WQ2QMHN	Larroumet, Gustave (1852-1902)	Derniers portraits : le duc d'Aumale, Charles Garnier, le Cte Henri Delaborde, Gustave Moreau, Alexandre Falguière		1904	281	Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb30744167x/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
F5XQD4GB	Lavenir, Charles	Molière et le duel		1883	16	impr. de Pitrat aîné	Lyon	http://catalogue.bnf.fr/ark:/12148/cb30755352w/PUBLIC	"BNF_2014-03_COM; corpus_Critique; corpus_Molière; etat_NUM-Commandée; responsable_Alexandre-Critique; responsable_Forestier"			
6MH3WUXK	Le Blond, Maurice (1877-1944)	Saint-Georges de Bouhélier : biographie critique		1909	47	E. Sansot	Paris	http://catalogue.bnf.fr/ark:/12148/cb30760934m/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_2; responsable_Alexandre-Critique"			
